Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Hyundai,CNG,Automatic,Trustmark Dealer,2008,188974,30.0,2000,5,3,0.5
Mercedes,Petrol,Manual,Dealer,2008,97170,23.6,2000,5,1,0.56
Toyota,Petrol,Automatic,Dealer,2015,96757,22.9,800,7,1,0.5
Honda,Petrol,Manual,Individual,2012,116088,22.4,1200,6,4,0.5
Maruti,Diesel,Manual,Individual,2013,85928,23.3,1500,5,2,0.5
Honda,Diesel,Manual,Dealer,2020,179824,15.5,800,4,2,0.5
Audi,CNG,Manual,Dealer,2014,105840,15.0,3000,5,3,0.5
Hyundai,Electric,Automatic,Dealer,2013,155715,25.3,1500,8,1,0.5
Kia,Diesel,Automatic,Dealer,2007,175719,9.2,1800,5,3,0.5
Tata,Diesel,Manual,Individual,2006,89431,24.7,1800,7,2,0.5
Volkswagen,Diesel,Manual,Dealer,2013,154546,25.9,3000,5,4,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2017,173474,19.5,1500,7,1,0.5
BMW,Electric,Manual,Individual,2010,152576,28.0,2500,5,3,0.5
Honda,Petrol,Manual,Individual,2008,11768,18.4,1800,4,2,0.5
Ford,Petrol,Manual,Dealer,2018,118661,11.9,1800,5,1,0.5
Mahindra,Diesel,Manual,Individual,2015,136692,16.0,3000,5,1,0.5
Ford,Petrol,Manual,Dealer,2006,156519,27.9,3000,5,2,0.5
Kia,Diesel,Automatic,Dealer,2007,24118,29.9,1000,6,2,0.5
Audi,Diesel,Manual,Individual,2009,130551,17.3,1500,5,3,0.5
Ford,Petrol,Automatic,Dealer,2011,198123,11.7,1500,8,2,0.5
Maruti,CNG,Manual,Individual,2015,182671,14.3,1200,5,3,0.5
Ford,Petrol,Manual,Dealer,2016,15200,20.2,3000,5,2,1.03
Toyota,Petrol,Automatic,Dealer,2015,104066,20.6,2000,8,1,0.5
Tata,Diesel,Manual,Trustmark Dealer,2023,63704,21.9,1000,5,1,0.5
Honda,Diesel,Manual,Individual,2017,58487,26.4,800,5,1,0.5
Mercedes,Diesel,Automatic,Individual,2008,118373,23.6,1000,4,1,0.92
Ford,Petrol,Manual,Individual,2018,182537,13.7,800,8,1,0.5
Hyundai,Diesel,Automatic,Dealer,2016,34840,16.7,1500,7,2,1.84
Mercedes,Petrol,Manual,Individual,2006,23435,26.5,1000,7,2,3.34
Tata,Electric,Automatic,Dealer,2012,52897,21.9,2500,8,2,0.71
Audi,Petrol,Manual,Individual,2023,126677,11.7,1200,5,1,0.5
Tata,Diesel,Manual,Individual,2017,199948,15.2,2000,5,1,0.5
Ford,Petrol,Automatic,Trustmark Dealer,2005,185484,25.4,1800,5,1,0.5
Tata,Petrol,Automatic,Individual,2009,33484,11.8,800,7,2,0.5
Mercedes,Diesel,Manual,Dealer,2015,174730,23.2,1800,7,1,0.5
Mahindra,CNG,Manual,Individual,2015,142125,20.4,2000,5,1,0.5
Audi,Diesel,Manual,Dealer,2017,132069,11.2,1500,5,1,0.5
Ford,Electric,Automatic,Dealer,2006,134548,23.2,1500,7,2,0.5
Maruti,Diesel,Automatic,Dealer,2023,191323,11.1,1500,5,2,0.5
Kia,Diesel,Automatic,Individual,2020,176717,16.8,1800,5,1,0.5
Toyota,Petrol,Manual,Dealer,2009,138617,14.8,2000,5,1,0.5
Volkswagen,CNG,Automatic,Dealer,2018,100495,23.2,2500,8,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2023,82213,25.2,1500,5,1,3.5
Audi,CNG,Manual,Individual,2009,13560,11.7,1500,5,4,2.12
Tata,Electric,Manual,Dealer,2013,198447,25.9,1800,4,1,0.5
Maruti,Electric,Automatic,Dealer,2016,139734,8.2,1500,5,1,0.5
Honda,Diesel,Automatic,Individual,2020,119041,19.7,2000,5,1,0.5
Honda,Diesel,Manual,Trustmark Dealer,2023,44497,19.4,3000,7,2,1.61
BMW,Diesel,Automatic,Dealer,2019,57606,21.7,800,5,3,4.34
Audi,Petrol,Automatic,Individual,2021,67112,13.3,1000,7,1,3.65
Audi,Diesel,Manual,Individual,2019,83334,8.2,800,5,2,1.3
Toyota,Petrol,Manual,Individual,2007,75344,18.0,2500,8,1,0.5
Tata,Diesel,Automatic,Trustmark Dealer,2021,13048,9.6,1500,5,3,1.99
Mahindra,Petrol,Automatic,Individual,2017,83643,27.6,2000,5,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2013,142592,11.8,2000,5,1,0.5
Toyota,Petrol,Manual,Dealer,2017,153000,17.4,1500,5,2,0.5
Tata,Petrol,Manual,Individual,2020,191440,17.5,2500,5,3,0.5
Mercedes,Diesel,Manual,Individual,2023,159573,20.2,2500,5,3,0.77
Maruti,Petrol,Automatic,Dealer,2018,189823,25.2,3000,5,2,0.5
Kia,Diesel,Manual,Individual,2012,172263,18.4,1500,7,1,0.5
Mahindra,Petrol,Automatic,Dealer,2023,34476,8.6,1500,5,1,0.98
Mercedes,Diesel,Manual,Dealer,2007,163020,25.0,1800,5,2,0.5
Mercedes,Diesel,Manual,Dealer,2022,140555,9.8,2000,5,1,1.07
Volkswagen,Diesel,Manual,Individual,2020,61123,22.1,1000,5,2,0.5
Honda,Diesel,Automatic,Trustmark Dealer,2018,115831,25.7,3000,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2020,44887,14.2,1800,5,1,0.5
Maruti,Diesel,Automatic,Individual,2021,93780,17.9,1800,5,2,0.5
Honda,Petrol,Manual,Dealer,2024,108739,8.3,2000,5,1,0.5
Ford,Diesel,Manual,Trustmark Dealer,2015,66055,25.7,2500,6,1,0.5
Mercedes,Diesel,Manual,Individual,2017,167329,23.5,3000,5,2,0.5
Hyundai,Petrol,Manual,Individual,2015,23327,13.1,1500,5,1,0.73
Audi,Diesel,Automatic,Individual,2008,105023,16.6,800,8,3,0.5
Honda,Diesel,Manual,Dealer,2018,160938,23.3,2000,5,1,0.5
Toyota,Petrol,Automatic,Individual,2009,180721,15.9,800,5,2,0.5
Mahindra,Petrol,Manual,Trustmark Dealer,2008,145238,11.6,1200,7,1,0.5
Honda,Petrol,Manual,Dealer,2005,101279,19.4,2000,5,1,0.5
Volkswagen,Electric,Manual,Individual,2018,14042,23.9,3000,5,3,2.06
Kia,Diesel,Manual,Trustmark Dealer,2011,148041,15.1,1000,5,2,0.5
Toyota,Petrol,Automatic,Dealer,2014,187952,10.7,2000,5,1,0.5
Maruti,Petrol,Automatic,Trustmark Dealer,2006,77739,26.2,3000,7,1,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2014,68588,13.6,1200,6,4,0.5
Maruti,CNG,Manual,Individual,2007,140713,19.3,1800,5,1,0.5
Maruti,Petrol,Automatic,Dealer,2012,33536,23.2,1200,8,1,0.5
Kia,Petrol,Automatic,Dealer,2014,19546,15.0,2500,5,1,1.22
Honda,CNG,Automatic,Dealer,2012,120429,22.3,1200,5,3,0.5
Tata,Petrol,Manual,Individual,2018,150174,18.1,2000,8,1,0.5
Honda,Petrol,Manual,Individual,2022,103895,20.5,1200,5,1,0.5
Mercedes,Electric,Automatic,Individual,2013,105523,21.0,1000,5,1,2.57
Ford,Diesel,Automatic,Dealer,2013,14029,26.1,2000,5,3,1.82
Mahindra,Petrol,Manual,Dealer,2008,183617,22.4,800,8,1,0.5
Hyundai,Petrol,Automatic,Individual,2007,147394,13.8,800,5,2,0.5
Tata,Petrol,Automatic,Individual,2018,112029,9.3,1200,5,1,0.5
Tata,Petrol,Manual,Trustmark Dealer,2018,124148,8.0,2000,5,1,0.5
Mercedes,CNG,Manual,Individual,2020,17654,27.9,3000,5,3,5.82
Honda,Petrol,Manual,Individual,2009,61663,28.7,1000,5,2,0.5
Tata,Diesel,Manual,Individual,2024,195759,10.1,800,8,1,0.5
BMW,Electric,Automatic,Individual,2019,143580,18.7,1500,6,2,1.66
BMW,Petrol,Manual,Dealer,2013,183931,11.3,2000,8,2,0.5
Ford,Petrol,Automatic,Trustmark Dealer,2011,27132,28.9,2500,5,2,0.65
Audi,Diesel,Automatic,Individual,2017,70800,13.4,2000,5,1,2.52
Hyundai,Electric,Manual,Dealer,2012,152097,19.0,3000,5,1,0.5
Volkswagen,CNG,Manual,Dealer,2016,116653,11.6,2500,7,1,0.5
Kia,Petrol,Automatic,Dealer,2008,121722,15.3,3000,8,1,0.5
Honda,Diesel,Automatic,Individual,2020,122890,13.9,800,8,2,0.5
Kia,Diesel,Automatic,Dealer,2010,125885,18.5,800,5,4,0.5
Volkswagen,Electric,Manual,Dealer,2009,72607,17.2,1000,5,3,0.5
Honda,Petrol,Manual,Individual,2005,161042,15.3,1000,5,1,0.5
Honda,Diesel,Manual,Dealer,2018,52736,10.3,800,5,2,0.5
Hyundai,CNG,Automatic,Individual,2013,12840,18.7,1500,5,3,0.58
Kia,Petrol,Manual,Dealer,2022,34654,26.7,1500,5,1,1.78
BMW,Diesel,Automatic,Individual,2010,82385,24.1,2500,5,1,2.92
Maruti,Petrol,Manual,Dealer,2019,188480,23.9,1200,5,2,0.5
Kia,Petrol,Automatic,Dealer,2020,158514,16.1,1200,5,2,0.5
Mahindra,Petrol,Automatic,Dealer,2012,142702,23.6,800,5,1,0.5
Mahindra,Electric,Manual,Individual,2023,183808,18.2,800,4,1,0.5
Honda,Petrol,Automatic,Individual,2009,18008,11.3,800,5,2,0.5
Maruti,Diesel,Manual,Dealer,2018,183559,17.2,2000,5,2,0.5
Toyota,Diesel,Manual,Individual,2011,73395,10.9,1500,5,2,0.5
Volkswagen,Petrol,Manual,Dealer,2008,138465,10.5,1800,7,3,0.5
Ford,Diesel,Manual,Trustmark Dealer,2005,192043,8.5,1200,5,1,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2008,84627,14.2,1200,5,1,0.5
Ford,CNG,Automatic,Individual,2018,105354,15.3,1800,5,2,0.5
Kia,Diesel,Automatic,Individual,2020,73657,23.4,800,5,2,0.5
Kia,Diesel,Manual,Individual,2011,79652,19.8,3000,5,3,0.5
Ford,Petrol,Automatic,Individual,2014,75507,26.9,1200,6,2,0.5
Audi,Electric,Automatic,Individual,2014,135007,11.9,1500,5,2,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2008,131162,13.9,1800,5,2,0.5
Maruti,Diesel,Automatic,Individual,2016,34644,28.7,1500,5,1,2.37
Toyota,Petrol,Manual,Individual,2010,41122,17.8,2000,5,2,0.5
Honda,Electric,Manual,Individual,2017,139469,25.4,800,5,1,0.5
Hyundai,Diesel,Automatic,Individual,2005,190641,18.8,1200,7,1,0.5
Kia,Diesel,Manual,Individual,2012,123456,18.4,2500,5,1,0.5
Mahindra,Petrol,Manual,Dealer,2020,82948,11.3,1500,5,3,0.5
Volkswagen,Petrol,Manual,Dealer,2009,57133,26.7,1800,5,4,0.5
Hyundai,Diesel,Manual,Dealer,2011,53519,9.7,2500,5,1,0.5
Toyota,Diesel,Manual,Individual,2007,76057,14.8,3000,5,2,0.5
Tata,Petrol,Manual,Dealer,2006,34151,22.8,3000,7,4,0.5
Mercedes,Electric,Manual,Trustmark Dealer,2006,139544,19.2,800,7,2,0.5
Honda,CNG,Automatic,Individual,2024,56769,27.4,1200,7,2,2.42
Kia,Petrol,Manual,Individual,2014,141553,8.9,1200,5,1,0.5
Honda,CNG,Manual,Dealer,2024,175049,22.3,2500,7,1,0.5
Audi,Diesel,Manual,Individual,2013,155955,18.5,800,7,1,0.5
Hyundai,Diesel,Manual,Individual,2022,29265,11.4,800,8,4,0.81
Honda,Petrol,Manual,Individual,2010,57744,24.4,800,8,2,0.5
Mercedes,Diesel,Manual,Dealer,2024,111927,17.0,2000,5,3,2.88
Tata,Diesel,Manual,Individual,2010,125742,19.7,1500,5,1,0.5
Hyundai,Petrol,Automatic,Individual,2014,28656,29.3,1000,5,2,0.5
Kia,Diesel,Manual,Individual,2013,14304,18.7,2000,5,2,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2013,91616,26.1,1200,7,2,0.5
Mahindra,Diesel,Manual,Trustmark Dealer,2007,50911,24.9,2500,6,3,0.5
Hyundai,Petrol,Automatic,Trustmark Dealer,2016,48013,22.6,1500,7,1,0.64
BMW,CNG,Automatic,Individual,2015,82981,27.7,3000,5,1,3.02
Audi,Diesel,Automatic,Trustmark Dealer,2018,45314,13.5,1800,5,1,4.77
Tata,Petrol,Manual,Individual,2023,27857,26.1,1200,4,1,0.63
Audi,Petrol,Manual,Dealer,2014,164966,16.3,2000,5,1,0.5
Hyundai,Diesel,Manual,Dealer,2023,174642,25.9,3000,7,1,0.5
Hyundai,CNG,Automatic,Dealer,2009,44420,18.9,3000,7,1,0.5
BMW,Petrol,Manual,Dealer,2013,126015,26.9,1000,5,2,0.5
Kia,Diesel,Automatic,Dealer,2005,192282,27.7,1800,8,2,0.5
Audi,Petrol,Automatic,Dealer,2019,32734,21.1,1200,5,1,4.57
Hyundai,Diesel,Automatic,Individual,2008,41219,19.2,2500,5,1,0.5
Mahindra,Electric,Manual,Dealer,2011,71972,25.2,1000,5,2,0.5
Honda,Diesel,Automatic,Dealer,2010,127775,13.9,800,5,1,0.5
Kia,Petrol,Manual,Individual,2019,60813,8.3,1000,8,1,0.5
Mahindra,Diesel,Manual,Individual,2010,147079,17.0,1200,7,2,0.5
Kia,Petrol,Manual,Trustmark Dealer,2011,164413,19.2,1000,4,1,0.5
Mahindra,Petrol,Automatic,Individual,2024,185483,14.5,2000,5,1,0.5
Mercedes,Diesel,Manual,Dealer,2007,83649,16.4,1200,5,1,0.66
Tata,Diesel,Manual,Dealer,2017,184503,10.9,1200,5,1,0.5
Mahindra,Petrol,Manual,Dealer,2006,107715,14.1,2500,5,3,0.5
Ford,Electric,Automatic,Dealer,2007,9841,13.3,1000,5,1,1.36
Mahindra,Diesel,Automatic,Dealer,2017,176801,14.6,1000,5,3,0.5
Maruti,Petrol,Automatic,Trustmark Dealer,2013,89647,14.6,2000,5,1,0.5
Maruti,Diesel,Manual,Dealer,2023,81629,20.3,1800,5,3,0.5
Volkswagen,Diesel,Manual,Dealer,2022,78082,13.5,3000,5,3,0.5
Ford,Diesel,Manual,Dealer,2009,62804,28.7,1800,7,1,0.5
Ford,Diesel,Manual,Individual,2014,57006,19.2,1500,8,1,0.5
Honda,Diesel,Automatic,Dealer,2018,157656,10.8,1200,5,1,0.5
Ford,Petrol,Manual,Dealer,2021,129582,14.2,3000,5,1,0.5
Honda,CNG,Manual,Dealer,2007,196663,24.1,1800,5,1,0.5
Volkswagen,Diesel,Manual,Dealer,2011,155433,8.3,2500,4,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2013,85020,28.6,3000,5,4,0.5
Tata,Diesel,Manual,Individual,2009,183943,17.8,3000,8,1,0.5
Maruti,Electric,Manual,Dealer,2008,135328,19.5,1500,7,2,0.5
Mahindra,Electric,Automatic,Individual,2007,19101,29.7,2000,5,2,1.74
Mahindra,Petrol,Manual,Individual,2017,178846,19.1,1200,5,1,0.5
BMW,Petrol,Automatic,Individual,2013,178773,28.9,2000,5,2,0.5
BMW,Diesel,Manual,Dealer,2011,18261,28.1,2500,5,2,4.27
Toyota,Petrol,Automatic,Dealer,2012,149281,28.7,3000,5,2,0.5
Kia,Electric,Manual,Dealer,2014,33647,25.9,1500,5,1,1.36
Tata,Petrol,Manual,Individual,2005,144293,14.5,1800,5,1,0.5
Toyota,Petrol,Automatic,Individual,2024,183905,15.6,1500,7,2,0.5
Toyota,Petrol,Manual,Dealer,2005,90413,16.0,1000,5,1,0.5
Hyundai,Petrol,Manual,Individual,2023,30557,29.5,2000,5,2,1.67
Hyundai,Diesel,Manual,Individual,2006,143598,15.9,1500,5,1,0.5
Audi,Diesel,Automatic,Individual,2016,108585,10.4,2000,5,1,0.88
Toyota,Petrol,Manual,Dealer,2017,137323,25.1,3000,5,1,0.5
Ford,Petrol,Automatic,Individual,2018,37588,16.1,800,5,1,0.78
Kia,Diesel,Automatic,Dealer,2009,190564,21.7,800,7,1,0.5
Tata,Petrol,Automatic,Individual,2007,11889,28.3,1500,7,3,0.5
Toyota,Diesel,Manual,Dealer,2021,116688,20.7,800,7,1,0.5
Mercedes,Diesel,Manual,Dealer,2005,115990,22.0,1500,5,1,0.5
Mahindra,Diesel,Automatic,Trustmark Dealer,2018,34146,22.1,2000,5,2,1.2
Kia,Electric,Manual,Individual,2010,57318,21.5,3000,7,1,0.5
Hyundai,Electric,Manual,Dealer,2021,42638,11.5,2500,5,1,2.49
Audi,Electric,Manual,Dealer,2008,6147,18.0,2500,5,2,4.76
Mahindra,Petrol,Manual,Individual,2010,138919,8.2,1500,5,1,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2005,90770,21.8,1500,5,1,0.5
Hyundai,Petrol,Manual,Individual,2013,65335,20.7,3000,7,2,0.5
Kia,CNG,Automatic,Trustmark Dealer,2008,169460,15.0,800,5,1,0.5
Hyundai,Electric,Manual,Dealer,2013,69347,19.5,1200,6,4,0.5
Mercedes,CNG,Manual,Individual,2013,176055,18.8,1500,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2017,179892,13.5,1500,8,3,0.5
Audi,Electric,Manual,Individual,2021,121830,14.5,1000,5,2,0.81
Maruti,Petrol,Manual,Dealer,2007,162148,24.8,1000,8,1,0.5
Volkswagen,Petrol,Automatic,Individual,2010,166824,24.6,1800,5,1,0.5
Maruti,Petrol,Automatic,Individual,2024,196605,18.3,800,8,3,0.5
BMW,Petrol,Manual,Individual,2019,21003,23.8,1200,5,2,4.19
BMW,Diesel,Manual,Individual,2018,22710,17.9,2500,5,1,4.75
Hyundai,Petrol,Manual,Individual,2017,70657,26.7,1500,5,1,0.5
Tata,Diesel,Automatic,Individual,2013,173153,15.3,2500,7,3,0.5
Tata,Diesel,Automatic,Dealer,2019,186300,28.4,1500,8,1,0.5
Maruti,CNG,Automatic,Dealer,2018,117286,19.9,800,7,1,0.5
Mahindra,Diesel,Manual,Individual,2008,25655,19.8,1800,5,3,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2015,144555,22.8,1800,5,1,0.5
Hyundai,CNG,Manual,Dealer,2006,45094,15.5,1000,5,1,0.5
Kia,Electric,Manual,Individual,2020,177522,23.9,2500,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2023,123116,15.0,800,5,3,0.5
Tata,Diesel,Automatic,Dealer,2020,161281,16.7,1800,7,1,0.5
Ford,Petrol,Manual,Individual,2011,51316,22.8,1800,7,3,0.5
Audi,Petrol,Manual,Individual,2015,23556,16.3,2500,8,3,2.75
Volkswagen,Diesel,Manual,Dealer,2016,164034,12.4,1200,5,1,0.5
Audi,CNG,Manual,Individual,2008,151710,27.2,1000,5,1,0.5
Mercedes,Petrol,Manual,Individual,2020,43754,28.3,1000,5,3,4.27
Volkswagen,CNG,Automatic,Trustmark Dealer,2020,107211,21.8,1000,5,1,0.5
Maruti,CNG,Automatic,Dealer,2011,59376,25.8,2000,4,1,0.5
Mercedes,Electric,Automatic,Individual,2017,149425,29.7,1800,7,2,2.94
Honda,Petrol,Automatic,Dealer,2009,90388,21.5,1500,5,2,0.5
Volkswagen,Electric,Manual,Dealer,2005,18771,28.0,2000,5,2,0.5
Mercedes,Petrol,Automatic,Individual,2009,71026,15.9,3000,7,2,2.37
Hyundai,Diesel,Manual,Individual,2018,132540,23.4,1800,8,1,0.5
Audi,Petrol,Manual,Dealer,2015,140335,9.2,1800,7,2,0.5
Toyota,Petrol,Manual,Trustmark Dealer,2006,143841,25.4,2500,4,1,0.5
Toyota,Diesel,Manual,Individual,2022,161406,26.3,3000,5,1,0.5
Hyundai,Petrol,Automatic,Individual,2019,168821,16.8,3000,5,1,0.5
Honda,Petrol,Automatic,Individual,2018,147707,22.1,800,8,2,0.5
Honda,Petrol,Manual,Dealer,2017,70110,26.9,2500,5,1,0.5
Maruti,Diesel,Automatic,Individual,2006,137976,27.4,1000,8,2,0.5
Tata,Petrol,Manual,Dealer,2023,75805,10.3,1000,8,2,0.5
Kia,CNG,Automatic,Trustmark Dealer,2012,35968,26.2,2500,7,1,0.85
Audi,Petrol,Manual,Dealer,2021,6650,14.0,1200,5,1,4.89
Honda,Petrol,Manual,Dealer,2019,17467,24.0,1000,4,1,0.71
Ford,Petrol,Manual,Individual,2024,106495,15.2,1800,7,3,0.5
Maruti,Diesel,Automatic,Dealer,2018,103331,9.2,800,7,2,0.5
BMW,Petrol,Manual,Dealer,2007,182972,12.6,1200,8,1,0.5
Mahindra,Petrol,Automatic,Dealer,2021,40518,17.0,1800,5,3,0.79
BMW,Electric,Manual,Trustmark Dealer,2007,9357,24.3,1800,6,1,4.29
Maruti,Diesel,Automatic,Individual,2017,98837,10.2,3000,5,2,0.5
Audi,Petrol,Automatic,Dealer,2022,15865,25.9,2000,5,2,6.42
Mercedes,Petrol,Manual,Dealer,2005,119559,29.9,1200,5,1,0.5
Volkswagen,CNG,Manual,Dealer,2011,73368,25.3,2000,5,1,0.5
Kia,Petrol,Automatic,Individual,2009,106413,18.4,3000,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2006,66039,20.5,1800,5,1,0.5
BMW,Diesel,Automatic,Dealer,2021,101939,8.1,1800,5,1,2.93
Mahindra,Diesel,Manual,Dealer,2014,138993,12.6,3000,5,2,0.5
Ford,Diesel,Manual,Dealer,2008,104737,27.8,2000,5,1,0.5
Ford,Petrol,Automatic,Dealer,2013,9428,8.5,3000,5,3,0.5
Mercedes,Petrol,Manual,Dealer,2015,93783,27.9,800,8,1,2.66
Ford,Diesel,Manual,Individual,2016,118823,10.5,800,7,1,0.5
Maruti,Petrol,Manual,Dealer,2016,57557,10.9,2000,7,2,0.5
Kia,Diesel,Automatic,Individual,2022,100983,11.9,800,5,3,0.5
Audi,Diesel,Automatic,Individual,2008,119039,25.6,1000,5,2,0.5
Mercedes,Petrol,Manual,Dealer,2013,148438,18.5,1200,7,1,0.5
Maruti,Electric,Manual,Individual,2012,51923,11.2,800,5,4,0.5
Toyota,CNG,Manual,Individual,2023,166636,23.1,1800,5,1,0.5
Volkswagen,Diesel,Manual,Dealer,2017,123602,28.7,1000,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2006,80511,20.6,1200,5,3,0.5
Ford,Petrol,Automatic,Dealer,2023,123410,10.2,800,7,1,0.5
Toyota,Diesel,Manual,Trustmark Dealer,2018,138714,9.2,800,7,2,0.5
Honda,Petrol,Manual,Individual,2009,110881,25.5,1200,8,4,0.5
Honda,Electric,Automatic,Individual,2014,149921,21.8,800,8,1,0.5
Audi,Petrol,Manual,Trustmark Dealer,2021,107015,28.3,2000,5,2,1.13
Ford,Diesel,Manual,Individual,2024,155416,20.0,1200,5,1,0.5
BMW,Petrol,Manual,Individual,2020,26214,9.4,1200,5,3,3.43
Maruti,Diesel,Manual,Individual,2021,174298,16.9,3000,5,2,0.5
Ford,Petrol,Automatic,Dealer,2005,158594,22.5,1800,5,1,0.5
Tata,Petrol,Manual,Individual,2019,11680,16.5,2500,7,1,0.93
Mahindra,Petrol,Manual,Dealer,2021,148579,30.0,1200,5,2,0.5
Audi,CNG,Automatic,Dealer,2015,122028,16.9,2500,6,2,0.5
Volkswagen,Petrol,Automatic,Individual,2009,79955,20.0,1500,5,1,0.5
Honda,Electric,Manual,Dealer,2008,185079,13.0,800,5,1,0.5
Hyundai,CNG,Manual,Dealer,2013,121416,11.3,2500,7,2,0.5
Honda,Petrol,Automatic,Individual,2020,123273,22.2,1800,7,1,0.5
Audi,Diesel,Manual,Dealer,2016,54353,20.9,2500,6,3,3.18
Volkswagen,Petrol,Automatic,Dealer,2022,109289,8.1,1000,7,1,0.5
Audi,Electric,Automatic,Individual,2007,49233,14.3,2500,5,2,3.15
Mahindra,Diesel,Automatic,Individual,2019,186937,22.2,2500,8,1,0.5
Volkswagen,Petrol,Manual,Individual,2022,143944,25.9,1500,5,2,0.5
Hyundai,Petrol,Manual,Individual,2016,12839,14.9,1200,7,3,0.5
Ford,Petrol,Automatic,Individual,2017,151724,22.2,1000,7,2,0.5
Toyota,Electric,Manual,Individual,2005,142931,13.8,2500,5,2,0.5
Hyundai,Petrol,Manual,Dealer,2008,169592,23.2,1000,8,2,0.5
Volkswagen,Diesel,Manual,Individual,2012,83840,23.4,1000,8,2,0.5
Volkswagen,Petrol,Manual,Trustmark Dealer,2023,185338,10.9,1000,5,1,0.5
Tata,Electric,Automatic,Dealer,2009,125029,22.6,3000,7,3,0.5
Mercedes,Petrol,Manual,Dealer,2015,74516,15.3,1800,8,2,2.82
Tata,Diesel,Automatic,Dealer,2021,175165,11.8,1800,4,1,0.5
Kia,Diesel,Manual,Individual,2021,188042,19.0,1000,8,1,0.5
Tata,Diesel,Manual,Dealer,2006,54620,18.0,1500,5,1,0.5
Maruti,Petrol,Manual,Individual,2005,5425,25.0,3000,7,1,0.5
Toyota,Petrol,Automatic,Individual,2008,78677,9.9,800,5,3,0.5
Mahindra,Petrol,Automatic,Individual,2013,55727,25.4,2000,5,2,0.5
Hyundai,Diesel,Manual,Dealer,2006,186057,10.3,800,7,1,0.5
Volkswagen,Petrol,Automatic,Individual,2007,183156,12.6,1800,5,1,0.5
Kia,Diesel,Manual,Dealer,2010,74642,19.3,1500,5,1,0.5
Kia,Petrol,Automatic,Individual,2017,90623,18.2,1500,5,1,0.5
Mahindra,CNG,Automatic,Individual,2019,6408,29.8,1200,5,1,2.18
Toyota,Electric,Automatic,Dealer,2015,60337,21.0,3000,5,3,1.68
Hyundai,Diesel,Automatic,Trustmark Dealer,2014,44612,15.2,3000,5,1,0.5
Honda,Petrol,Manual,Dealer,2007,175235,27.8,1800,5,1,0.5
Audi,Petrol,Manual,Trustmark Dealer,2024,132948,14.9,1500,5,1,0.5
Tata,Petrol,Manual,Dealer,2013,20843,14.0,1500,5,3,0.5
Audi,Petrol,Manual,Dealer,2014,185436,18.9,800,5,2,0.5
Audi,Diesel,Automatic,Dealer,2016,33477,28.1,1500,5,1,5.48
Ford,Diesel,Manual,Dealer,2012,126099,23.6,1500,5,1,0.5
Audi,Electric,Automatic,Individual,2021,197154,22.9,2500,5,4,0.5
Kia,Petrol,Manual,Individual,2009,163402,24.0,1000,6,1,0.5
Tata,Diesel,Manual,Individual,2012,99747,22.5,2500,5,2,0.5
Tata,Diesel,Automatic,Dealer,2022,173641,24.7,3000,5,1,0.5
Maruti,Diesel,Manual,Dealer,2015,53114,12.2,800,5,2,0.5
Toyota,Petrol,Automatic,Individual,2014,72294,11.9,800,5,1,0.5
Ford,Diesel,Manual,Dealer,2019,43548,16.0,1000,7,3,0.5
Audi,Diesel,Automatic,Individual,2010,67598,26.7,800,5,3,1.16
Mercedes,Diesel,Manual,Individual,2023,99705,23.7,3000,5,1,3.19
Honda,Electric,Manual,Dealer,2021,147332,20.5,1200,5,1,0.5
Volkswagen,Petrol,Automatic,Individual,2014,37350,8.4,2000,8,1,0.57
Maruti,Petrol,Automatic,Individual,2009,177813,13.2,1200,5,3,0.5
Tata,Diesel,Manual,Individual,2020,103214,25.7,1800,5,1,0.5
Tata,Diesel,Manual,Dealer,2016,133885,13.3,3000,8,1,0.5
BMW,Petrol,Manual,Dealer,2009,50181,24.1,2000,5,1,2.08
Ford,Diesel,Manual,Dealer,2005,131310,12.1,800,6,2,0.5
Audi,Electric,Automatic,Dealer,2006,88446,21.3,800,5,1,1.24
Ford,Electric,Automatic,Dealer,2009,136912,21.8,1200,5,2,0.5
BMW,Petrol,Manual,Individual,2023,198494,24.5,1800,5,3,0.5
Ford,CNG,Manual,Individual,2019,153797,17.6,2500,5,2,0.5
Tata,Diesel,Automatic,Individual,2005,17299,21.9,1800,4,1,0.5
Kia,Diesel,Manual,Dealer,2015,55652,18.7,1200,8,1,1.22
